survived,pclass,sex,sibsp,parch,embarked_Q,embarked_S,iage,adult,fare_yj
0,1.0,0,0.0,0.0,0.0,1.0,0.3783783783783784,1,0.43064953665312367
0,1.0,1,0.0,0.0,0.0,1.0,0.40540540540540543,1,0.43303756792998704
1,0.5,0,0.0,0.0,0.0,1.0,0.3783783783783784,1,0.5101736838104826
0,1.0,1,0.0,0.0,0.0,1.0,0.35135135135135137,1,0.43303756792998704
0,1.0,1,0.0,0.0,0.0,1.0,0.3783783783783784,1,0.42610242434815626
1,0.0,0,0.125,0.1111111111111111,0.0,1.0,0.8648648648648649,1,0.6181656302046712
0,0.0,1,0.125,0.1111111111111111,0.0,1.0,0.7432432432432433,1,0.7946635294797576
0,1.0,1,0.0,0.0,1.0,0.0,0.5,1,0.43015075214336373
1,1.0,0,0.0,0.1111111111111111,0.0,1.0,0.3648648648648649,1,0.5038247499672925
1,1.0,1,0.0,0.0,0.0,1.0,0.33783783783783783,1,0.4617017724007617
1,0.0,0,0.125,0.0,0.0,1.0,0.472972972972973,1,0.7178534663717804
0,1.0,1,0.0,0.0,0.0,1.0,0.3783783783783784,1,0.4360339180487985
0,0.5,1,0.0,0.0,0.0,1.0,0.31081081081081086,1,0.5101736838104826
0,0.0,1,0.0,0.0,0.0,1.0,0.5405405405405406,1,0.0
0,1.0,1,0.0,0.0,0.0,1.0,0.32432432432432434,1,0.4360339180487985
0,0.5,1,0.125,0.0,0.0,1.0,0.5135135135135136,1,0.5831966223757127
0,1.0,1,0.0,0.0,0.0,1.0,0.3783783783783784,1,0.4198278514014334
0,1.0,0,0.0,0.0,0.0,1.0,0.2972972972972973,1,0.46711030275838844
0,1.0,1,0.125,0.0,1.0,0.0,0.3918918918918919,1,0.537153896030474
0,1.0,1,0.0,0.0,0.0,1.0,0.472972972972973,1,0.43303756792998704
1,1.0,0,0.0,0.0,1.0,0.0,0.31081081081081086,1,0.43015075214336373
1,1.0,1,0.125,0.0,0.0,0.0,0.16216216216216217,0,0.4877579258503094
1,0.5,0,0.125,0.1111111111111111,0.0,1.0,0.5405405405405406,1,0.674192555214804
1,0.0,0,0.125,0.1111111111111111,0.0,1.0,0.7297297297297298,1,0.7769955336694186
1,0.0,1,0.0,0.0,0.0,1.0,0.6621621621621622,1,0.6181656302046712
0,0.5,1,0.0,0.0,0.0,0.0,0.4864864864864865,1,0.508686373849257
1,0.0,1,0.125,0.0,0.0,0.0,0.33783783783783783,1,0.7238613954174038
0,1.0,1,0.0,0.0,0.0,0.0,0.5405405405405406,1,0.41929353574874983
0,0.0,1,0.0,0.0,0.0,1.0,0.7432432432432433,1,0.709438655973158
0,0.5,1,0.0,0.0,0.0,1.0,0.2567567567567568,1,0.4772015534264183
0,1.0,1,0.0,0.0,0.0,1.0,0.31081081081081086,1,0.43221929853397717
1,1.0,1,0.0,0.0,0.0,0.0,0.2972972972972973,1,0.41929353574874983
1,1.0,0,0.125,0.1111111111111111,0.0,1.0,0.2972972972972973,1,0.5014902279975727
0,1.0,1,0.0,0.0,0.0,1.0,0.5810810810810811,1,0.4360339180487985
0,0.0,1,0.0,0.0,0.0,0.0,0.2972972972972973,1,0.8428266590337172
0,0.0,1,0.0,0.0,0.0,0.0,0.3783783783783784,1,0.6245376026909601
0,1.0,0,0.0,0.0,0.0,1.0,0.2972972972972973,1,0.6766967857749167
0,1.0,1,0.0,0.0,0.0,1.0,0.3918918918918919,1,0.4614291408357107
0,1.0,1,0.25,0.0,0.0,1.0,0.32432432432432434,1,0.6041053596924475
0,1.0,1,0.0,0.0,0.0,1.0,0.28378378378378377,1,0.4360339180487985
0,0.5,1,0.125,0.0,0.0,1.0,0.40540540540540543,1,0.5831966223757127
0,0.0,1,0.125,0.0,0.0,1.0,0.6216216216216217,1,0.737470120944438
1,0.0,0,0.0,0.1111111111111111,0.0,1.0,0.20270270270270271,0,0.8978280259052585
1,0.0,1,0.0,0.0,0.0,1.0,0.3648648648648649,1,0.6763806934295654
1,0.0,0,0.0,0.0,0.0,1.0,0.6621621621621622,1,0.6146634208910606
0,1.0,1,0.0,0.0,1.0,0.0,0.28378378378378377,1,0.42981667902079995
1,0.5,0,0.0,0.0,0.0,1.0,0.3918918918918919,1,0.4772015534264183
1,1.0,0,0.0,0.0,0.0,1.0,0.24324324324324326,1,0.4360339180487985
0,1.0,0,0.0,0.0,0.0,1.0,0.5,1,0.4631223812679451
1,0.5,0,0.0,0.0,0.0,1.0,0.5405405405405406,1,0.5395981710777008
0,0.5,0,0.0,0.0,0.0,1.0,0.40540540540540543,1,0.5831966223757127
0,1.0,1,0.125,0.0,0.0,1.0,0.31081081081081086,1,0.5429527355960394
0,1.0,1,0.0,0.0,0.0,1.0,0.3648648648648649,1,0.43303756792998704
0,0.5,1,0.0,0.0,0.0,1.0,0.24324324324324326,1,0.4912679257648723
0,0.0,1,0.125,0.0,0.0,1.0,0.6756756756756757,1,0.7250047221267837
1,0.0,0,0.125,0.0,0.0,1.0,0.8513513513513514,1,0.770449805635961
0,0.0,1,0.0,0.0,0.0,1.0,0.7567567567567568,1,0.6181656302046712
0,0.0,1,0.0,0.0,0.0,1.0,0.5540540540540541,1,0.6385717323141339
0,1.0,1,0.0,0.0,0.0,1.0,0.44594594594594594,1,0.4617017724007617
1,0.5,0,0.375,0.0,0.0,1.0,0.40540540540540543,1,0.5831966223757127
0,0.0,1,0.0,0.0,0.0,1.0,0.6621621621621622,1,0.6181656302046712
1,1.0,0,0.125,0.0,0.0,1.0,0.2567567567567568,1,0.43221929853397717
0,0.0,0,0.0,0.0,0.0,0.0,0.4864864864864865,1,0.6441148565930765
1,1.0,1,0.0,0.0,0.0,1.0,0.5270270270270271,1,0.43360938860166093
1,0.5,0,0.0,0.0,0.0,1.0,0.4594594594594595,1,0.4772015534264183
1,1.0,0,0.0,0.2222222222222222,0.0,1.0,0.3648648648648649,1,0.4862602446798338
1,0.0,1,0.125,0.1111111111111111,0.0,1.0,0.5,1,0.7164114913519394
1,0.0,0,0.0,0.0,0.0,0.0,0.44594594594594594,1,0.6245376026909601
1,0.0,0,0.0,0.1111111111111111,0.0,0.0,0.7837837837837838,1,1.0
0,0.0,1,0.125,0.0,0.0,1.0,0.5675675675675675,1,0.714930478775464
0,1.0,1,0.625,0.2222222222222222,0.0,1.0,0.1891891891891892,0,0.7004338625032785
1,1.0,1,0.0,0.0,1.0,0.0,0.3918918918918919,1,0.43015075214336373
0,1.0,1,0.25,0.0,0.0,1.0,0.5540540540540541,1,0.5227470575951094
0,0.0,1,0.0,0.0,0.0,1.0,0.6351351351351352,1,0.6544899851197459
0,0.0,1,0.0,0.0,0.0,1.0,0.6756756756756757,1,0.6150673543587448
0,1.0,1,0.0,0.0,0.0,1.0,0.6486486486486487,1,0.43221929853397717
0,1.0,1,0.0,0.0,0.0,1.0,0.3648648648648649,1,0.43303756792998704
0,1.0,1,0.0,0.0,0.0,1.0,0.3648648648648649,1,0.44739837226829754
0,1.0,0,0.0,0.0,1.0,0.0,0.3648648648648649,1,0.43271155900120944
0,1.0,0,0.125,0.0,0.0,1.0,0.2702702702702703,1,0.4669133504422795
0,1.0,0,0.125,0.1111111111111111,0.0,1.0,0.3918918918918919,1,0.476647829877025
0,0.0,1,0.0,0.0,0.0,1.0,0.7432432432432433,1,0.6385717323141339
1,0.5,0,0.0,0.0,0.0,1.0,0.2567567567567568,1,0.5101736838104826
0,0.0,1,0.0,0.1111111111111111,0.0,1.0,0.7297297297297298,1,0.7692876880882502
0,0.0,1,0.0,0.0,0.0,1.0,0.8648648648648649,1,0.6150673543587448
0,1.0,1,0.0,0.0,0.0,1.0,0.3783783783783784,1,0.42610242434815626
1,0.0,0,0.0,0.2222222222222222,0.0,1.0,0.24324324324324326,1,0.7733323982370804
0,0.5,1,0.125,0.1111111111111111,0.0,1.0,0.41891891891891897,1,0.61648429333987
1,0.0,0,0.125,0.0,0.0,1.0,0.472972972972973,1,0.7896186094074922
0,0.5,1,0.0,0.0,0.0,1.0,0.32432432432432434,1,0.5159784546881687
1,1.0,0,0.0,0.0,0.0,1.0,0.31081081081081086,1,0.43221929853397717
0,1.0,1,0.0,0.0,0.0,1.0,0.32432432432432434,1,0.41550193091510945
1,0.0,0,0.0,0.0,0.0,0.0,0.32432432432432434,1,0.7545322345454382
0,0.5,1,0.0,0.0,0.0,1.0,0.5270270270270271,1,0.5101736838104826
0,1.0,1,0.0,0.0,1.0,0.0,0.5,1,0.43015075214336373
1,0.0,1,0.0,0.0,0.0,0.0,0.6081081081081081,1,0.634677882561335
1,0.0,0,0.125,0.2222222222222222,0.0,1.0,0.3648648648648649,1,0.714930478775464
0,1.0,1,0.0,0.0,0.0,1.0,0.43243243243243246,1,0.43360938860166093
1,0.5,0,0.0,0.0,0.0,1.0,0.2972972972972973,1,0.4772015534264183
0,0.5,1,0.125,0.0,0.0,1.0,0.3918918918918919,1,0.6150673543587448
1,0.0,0,0.0,0.0,0.0,0.0,0.40540540540540543,1,0.6409498665153269
0,1.0,1,0.0,0.0,0.0,1.0,0.2567567567567568,1,0.43810456529538877
1,0.0,0,0.125,0.0,0.0,0.0,0.8108108108108109,1,0.7656886652429448
0,1.0,1,1.0,0.2222222222222222,0.0,1.0,0.40540540540540543,1,0.7550218516416292
0,0.5,1,0.0,0.0,0.0,1.0,0.44594594594594594,1,0.0
0,1.0,1,0.0,0.2222222222222222,0.0,1.0,0.5405405405405406,1,0.5269468135256518
0,1.0,0,0.0,0.1111111111111111,0.0,0.0,0.24324324324324326,1,0.5264618904058807
1,0.0,0,0.25,0.0,0.0,1.0,0.7972972972972974,1,0.7135229171110864
1,0.0,0,0.125,0.0,1.0,0.0,0.5,1,0.7896186094074922
0,1.0,1,0.0,0.0,0.0,1.0,0.6756756756756757,1,0.4360339180487985
0,1.0,1,0.0,0.0,0.0,1.0,0.33783783783783783,1,0.43303756792998704
1,1.0,0,0.25,0.0,1.0,0.0,0.31081081081081086,1,0.5984428879713845
1,0.5,1,0.0,0.0,0.0,1.0,0.41891891891891897,1,0.5101736838104826
1,1.0,1,0.0,0.0,1.0,0.0,0.5,1,0.43015075214336373
1,0.5,1,0.125,0.1111111111111111,0.0,1.0,0.04054054054054054,0,0.6150673543587448
0,0.0,1,0.125,0.0,0.0,1.0,0.9054054054054055,1,0.9036519363790452
0,1.0,1,0.0,0.0,0.0,1.0,0.3783783783783784,1,0.43303756792998704
0,0.0,1,0.125,0.0,0.0,0.0,0.3648648648648649,1,0.8438944111648037
0,0.5,1,0.0,0.0,0.0,1.0,0.7972972972972974,1,0.5159784546881687
0,0.0,1,0.0,0.0,0.0,1.0,0.6621621621621622,1,0.6181656302046712
0,1.0,0,0.0,0.1111111111111111,0.0,1.0,0.02702702702702703,0,0.476647829877025
1,1.0,0,0.0,0.0,0.0,1.0,0.31081081081081086,1,0.42610242434815626
0,0.5,1,0.125,0.1111111111111111,0.0,0.0,0.41891891891891897,1,0.6666420337374167
1,0.0,0,0.125,0.4444444444444444,0.0,1.0,0.8108108108108109,1,0.9239951029098028
1,0.0,0,0.125,0.0,0.0,1.0,0.5540540540540541,1,0.714930478775464
1,0.0,0,0.125,0.1111111111111111,0.0,0.0,0.5270270270270271,1,0.7791014876428609
1,0.0,0,0.0,0.0,0.0,0.0,0.7162162162162162,1,0.6230672737865373
0,1.0,1,0.125,0.0,0.0,1.0,0.2972972972972973,1,0.4198278514014334
0,1.0,1,0.0,0.0,1.0,0.0,0.5,1,0.43015075214336373
1,1.0,0,0.0,0.0,0.0,1.0,0.28378378378378377,1,0.4281396198396754
0,0.5,1,0.0,0.0,0.0,1.0,0.31081081081081086,1,0.4772015534264183
0,0.5,1,0.0,0.0,0.0,1.0,0.5405405405405406,1,0.5101736838104826
0,1.0,1,0.5,0.2222222222222222,0.0,1.0,0.05405405405405406,0,0.6422402653146843
1,0.5,0,0.0,0.0,0.0,1.0,0.5405405405405406,1,0.5101736838104826
0,1.0,1,0.0,0.0,0.0,1.0,0.40540540540540543,1,0.4198278514014334
0,1.0,1,0.0,0.0,0.0,1.0,0.33783783783783783,1,0.43303756792998704
0,0.5,1,0.0,0.0,0.0,1.0,0.4864864864864865,1,0.5101736838104826
0,1.0,1,0.0,0.0,0.0,0.0,0.3648648648648649,1,0.41938342708981635
0,1.0,1,0.0,0.0,0.0,0.0,0.6081081081081081,1,0.41929353574874983
0,1.0,1,0.0,0.0,0.0,1.0,0.43243243243243246,1,0.44193560869287773
1,0.0,0,0.0,0.0,0.0,1.0,0.6486486486486487,1,0.6146634208910606
1,1.0,1,0.0,0.0,0.0,1.0,0.3648648648648649,1,0.43106332068502046
1,0.5,1,0.0,0.0,0.0,0.0,0.5,1,0.5200492151170241
0,0.0,1,0.0,0.0,0.0,1.0,0.5540540540540541,1,0.7145603602953672
1,0.5,0,0.125,0.0,0.0,1.0,0.2567567567567568,1,0.6150673543587448
0,1.0,1,0.0,0.0,0.0,1.0,0.33783783783783783,1,0.41550193091510945
0,0.5,1,0.0,0.0,0.0,1.0,0.40540540540540543,1,0.5101736838104826
0,0.0,1,0.0,0.0,0.0,1.0,0.472972972972973,1,0.6409498665153269
0,1.0,1,0.0,0.0,0.0,1.0,0.3783783783783784,1,0.5937085105141827
0,0.5,1,0.25,0.0,0.0,1.0,0.32432432432432434,1,0.6432869709387078
0,1.0,0,0.0,0.0,0.0,1.0,0.3918918918918919,1,0.5269468135256518
0,1.0,0,0.625,0.2222222222222222,0.0,1.0,0.21621621621621623,0,0.7004338625032785
0,0.5,1,0.125,0.2222222222222222,0.0,1.0,0.6621621621621622,1,0.7457937246086214
1,0.0,1,0.125,0.0,0.0,1.0,0.5675675675675675,1,0.7164114913519394
0,1.0,0,0.0,0.0,1.0,0.0,0.40540540540540543,1,0.43015075214336373
0,1.0,0,0.0,0.0,1.0,0.0,0.31081081081081086,1,0.43015075214336373
0,0.5,1,0.0,0.0,0.0,1.0,0.40540540540540543,1,0.5101736838104826
0,0.5,1,0.0,0.0,0.0,1.0,0.40540540540540543,1,0.5101736838104826
0,1.0,1,0.125,0.2222222222222222,0.0,1.0,0.35135135135135137,1,0.5997212176323445
1,1.0,1,0.0,0.0,0.0,0.0,0.2702702702702703,1,0.41938342708981635
1,0.5,0,0.0,0.2222222222222222,0.0,1.0,0.20270270270270271,0,0.674192555214804
0,0.5,1,0.25,0.1111111111111111,0.0,1.0,0.31081081081081086,1,0.4912679257648723
1,0.0,0,0.0,0.1111111111111111,0.0,0.0,0.6756756756756757,1,0.9167997003806005
0,1.0,1,0.125,0.1111111111111111,0.0,1.0,0.0,0,0.5190768216618095
1,1.0,1,0.125,0.0,0.0,1.0,0.4864864864864865,1,0.5547750081119055
0,1.0,1,0.0,0.0,0.0,1.0,0.40540540540540543,1,0.4360339180487985
0,0.5,1,0.0,0.0,0.0,1.0,0.31081081081081086,1,0.5101736838104826
1,1.0,0,0.0,0.1111111111111111,0.0,1.0,0.02702702702702703,0,0.5014902279975727
0,0.0,1,0.0,0.2222222222222222,0.0,0.0,0.3648648648648649,1,0.8979210858323114
1,1.0,0,0.125,0.0,0.0,1.0,0.31081081081081086,1,0.5429527355960394
0,0.5,1,0.125,0.0,0.0,1.0,0.5945945945945946,1,0.6150673543587448
1,0.0,1,0.0,0.0,0.0,1.0,0.6621621621621622,1,0.0
0,1.0,1,0.0,0.0,0.0,1.0,0.5135135135135136,1,0.44739837226829754
